Habitat,Site,Quad,Date,Colony ID,Total area,Discolored area,Pigmented area,Percent discoloration,Genus_species,Months,DHW
FR,FR3,30m,1109,Pavona_duerdeni_1,160.68,49.94,110.74,31.08040826,Pavona_duerdeni,24,0
FR,FR3,30m,1109,Pavona_duerdeni_2,205.86,34.98,170.88,16.99213057,Pavona_duerdeni,24,0
FR,FR3,35m,1109,Goniastrea_stelligera_1,363.79,95.77,268.02,26.32562742,Goniastrea_stelligera,24,0
FR,FR3,35m,1109,Goniastrea_stelligera_2,22.35,4.81,17.54,21.5212528,Goniastrea_stelligera,24,0
FR,FR3,35m,1109,Pavona_chiriquiensis_1,29.84,2.07,27.77,6.936997319,Pavona_chiriquiensis,24,0
FR,FR3,35m,1109,Pavona_duerdeni_1,27.56,6.62,20.94,24.0203193,Pavona_duerdeni,24,0
FR,FR3,35m,1109,Pocillopora_meandrina_1,187.22,6.82,180.4,3.642773208,Pocillopora_meandrina,24,0
FR,FR3,35m,1109,Pocillopora_meandrina_2,434.11,41.37,392.74,9.529842667,Pocillopora_meandrina,24,0
FR,FR3,35m,1109,Porites_arnaudi_1,58.14,2.62,55.52,4.506363949,Porites_arnaudi,24,0
FR,FR3,35m,1109,Porites_arnaudi_2,98.74,23.19,75.55,23.48592263,Porites_arnaudi,24,0
FR,FR3,40m,1109,Astrea_curta_1,70.35,2.46,67.89,3.496801706,Astrea_curta,24,0
FR,FR3,40m,1109,Pavona_chiriquiensis_1,167.11,29.7,137.41,17.77272455,Pavona_chiriquiensis,24,0
FR,FR3,40m,1109,Pavona_chiriquiensis_2,78.24,4.7,73.54,6.007157464,Pavona_chiriquiensis,24,0
FR,FR3,40m,1109,Pavona_chiriquiensis_3,97.39,9.52,87.87,9.775130917,Pavona_chiriquiensis,24,0
FR,FR3,40m,1109,Pavona_chiriquiensis_4,96.42,0.08,96.34,0.082970338,Pavona_chiriquiensis,24,0
FR,FR3,40m,1109,Pavona_chiriquiensis_5,44.8,0.85,43.95,1.897321429,Pavona_chiriquiensis,24,0
FR,FR3,40m,1109,Pavona_chiriquiensis_6,0,0,0,#DIV/0!,Pavona_chiriquiensis,24,0
FR,FR3,40m,1109,Pocillopora_meandrina_1,83.4,14.01,69.39,16.79856115,Pocillopora_meandrina,24,0
FR,FR3,40m,1109,Pocillopora_meandrina_2,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Favites_abdita_1,92.5,1.65,90.85,1.783783784,Favites_abdita,24,0
FR,FR3,45m,1109,Gardineroseris_planulata_1,0,0,0,#DIV/0!,Gardineroseris_planulata,24,0
FR,FR3,45m,1109,Goniastrea_stelligera_1,951.72,76.35,875.37,8.022317488,Goniastrea_stelligera,24,0
FR,FR3,45m,1109,Goniastrea_stelligera_2,16.98,4.01,12.97,23.61601885,Goniastrea_stelligera,24,0
FR,FR3,45m,1109,Pavona_chiriquiensis_1,42.95,3.63,39.32,8.451688009,Pavona_chiriquiensis,24,0
FR,FR3,45m,1109,Pavona_chiriquiensis_2,82.27,32.05,50.22,38.9570925,Pavona_chiriquiensis,24,0
FR,FR3,45m,1109,Pavona_chiriquiensis_3,115.94,42.15,73.79,36.35501121,Pavona_chiriquiensis,24,0
FR,FR3,45m,1109,Pocillopora_meandrina_1,81.95,1.59,80.36,1.940207444,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Pocillopora_meandrina_2,186.61,8.33,178.28,4.463855099,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Pocillopora_meandrina_3,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Pocillopora_meandrina_4,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Pocillopora_meandrina_5,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Pocillopora_meandrina_6,133.17,25.65,107.52,19.26109484,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Pocillopora_meandrina_7,133.37,1.48,131.89,1.109694834,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Pocillopora_meandrina_8,83.81,3.97,79.84,4.736904904,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Pocillopora_meandrina_9,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR3,45m,1109,Stylophora_pistillata_1,91.26,7.66,83.6,8.393600701,Stylophora_pistillata,24,0
FR,FR3,5m,1109,Astrea_curta_1,0,0,0,#DIV/0!,Astrea_curta,24,0
FR,FR3,5m,1109,Astrea_curta_2,34.6,0,34.6,0,Astrea_curta,24,0
FR,FR3,5m,1109,Goniastrea_stelligera_1,201.04,10.72,190.32,5.332272185,Goniastrea_stelligera,24,0
FR,FR3,5m,1109,Montipora_aequituberculata_1,264.86,7.93,256.93,2.994034584,Montipora_aequituberculata,24,0
FR,FR3,5m,1109,Pavona_chiriquiensis_1,159.58,0.03,159.55,0.018799348,Pavona_chiriquiensis,24,0
FR,FR3,5m,1109,Pavona_chiriquiensis_2,118.15,19.95,98.2,16.88531528,Pavona_chiriquiensis,24,0
FR,FR3,5m,1109,Pavona_chiriquiensis_3,121.88,6.55,115.33,5.374138497,Pavona_chiriquiensis,24,0
FR,FR3,5m,1109,Pavona_chiriquiensis_4,123.35,0.14,123.21,0.113498176,Pavona_chiriquiensis,24,0
FR,FR3,5m,1109,Pavona_duerdeni_1,69.7,8.14,61.56,11.67862267,Pavona_duerdeni,24,0
FR,FR3,5m,1109,Pocillopora_meandrina_1,24.93,1.53,23.4,6.137184116,Pocillopora_meandrina,24,0
FR,FR3,5m,1109,Pocillopora_meandrina_3,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR3,5m,1109,Porites_lobata_3,91.6,4.68,86.92,5.109170306,Porites_lobata,24,0
FR,FR3,5m,1109,Stylophora_pistillata_1,28.11,0.27,27.84,0.960512273,Stylophora_pistillata,24,0
FR,FR5,0m,1109,Astrea_curta_1,21.27,0.44,20.83,2.068641279,Astrea_curta,24,0
FR,FR5,0m,1109,Pocillopora_meandrina_2,251.11,8.63,242.48,3.436740871,Pocillopora_meandrina,24,0
FR,FR5,0m,1109,Pocillopora_meandrina_4,149.11,0,149.11,0,Pocillopora_meandrina,24,0
FR,FR5,0m,1109,Pocillopora_meandrina_5,138.92,1.13,137.79,0.813417794,Pocillopora_meandrina,24,0
FR,FR5,0m,1109,Pocillopora_meandrina_7,19.94,0,19.94,0,Pocillopora_meandrina,24,0
FR,FR5,0m,1109,Pocillopora_meandrina_9,25.18,0,25.18,0,Pocillopora_meandrina,24,0
FR,FR5,10m,1109,Pavona_chiriquiensis_1,30.15,9.38,20.77,31.11111111,Pavona_chiriquiensis,24,0
FR,FR5,10m,1109,Pavona_chiriquiensis_2,97.3,0.73,96.57,0.750256937,Pavona_chiriquiensis,24,0
FR,FR5,10m,1109,Pavona_chiriquiensis_3,0,0,0,#DIV/0!,Pavona_chiriquiensis,24,0
FR,FR5,10m,1109,Pocillopora_meandrina_3,186.45,1.42,185.03,0.761598284,Pocillopora_meandrina,24,0
FR,FR5,10m,1109,Pocillopora_meandrina_4,60.17,2.51,57.66,4.171514044,Pocillopora_meandrina,24,0
FR,FR5,10m,1109,Pocillopora_meandrina_5,22.11,1.77,20.34,8.005427408,Pocillopora_meandrina,24,0
FR,FR5,15m,1109,Pavona_chiriquiensis_1,295.64,9.04,286.6,3.057772967,Pavona_chiriquiensis,24,0
FR,FR5,15m,1109,Pocillopora_meandrina_1,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR5,20m,1109,Gardineroseris_planulata_1,90.04,28.21,61.83,31.33051977,Gardineroseris_planulata,24,0
FR,FR5,20m,1109,Pavona_chiriquiensis_1,107.89,1.29,106.6,1.195662249,Pavona_chiriquiensis,24,0
FR,FR5,20m,1109,Pavona_duerdeni_1,36.01,2.03,33.98,5.637322966,Pavona_duerdeni,24,0
FR,FR5,20m,1109,Pocillopora_meandrina_1,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR5,20m,1109,Pocillopora_meandrina_2,16.02,3.43,12.59,21.41073658,Pocillopora_meandrina,24,0
FR,FR5,20m,1109,Pocillopora_meandrina_3,78.09,2.25,75.84,2.881290818,Pocillopora_meandrina,24,0
FR,FR5,20m,1109,Pocillopora_meandrina_4,57.98,0.01,57.97,0.017247327,Pocillopora_meandrina,24,0
FR,FR5,20m,1109,Pocillopora_meandrina_7,384.67,0.76,383.91,0.197571945,Pocillopora_meandrina,24,0
FR,FR5,30m,1109,Favites_flexuosa_1,229.2,1.57,227.63,0.684991274,Favites_flexuosa,24,0
FR,FR5,30m,1109,Leptoseris_mycetoseroides_1,211.39,5.39,206,2.549789489,Leptoseris_mycetoseroides,24,0
FR,FR5,30m,1109,Montipora_flabellata_1,781.28,58.07,723.21,7.432674585,Montipora_flabellata,24,0
FR,FR5,35m,1109,Pavona_chiriquiensis_1,66.3,0,66.3,0,Pavona_chiriquiensis,24,0
FR,FR5,40m,1109,Favites_abdita_1,0,0,0,#DIV/0!,Favites_abdita,24,0
FR,FR5,40m,1109,Goniastrea_stelligera_1,38.68,2.47,36.21,6.385729059,Goniastrea_stelligera,24,0
FR,FR5,40m,1109,Goniastrea_stelligera_2,0,0,0,#DIV/0!,Goniastrea_stelligera,24,0
FR,FR5,40m,1109,Montipora_patula_1,45.28,0.99,44.29,2.18639576,Montipora_patula,24,0
FR,FR5,40m,1109,Pavona_chiriquiensis_1,0,0,0,#DIV/0!,Pavona_chiriquiensis,24,0
FR,FR5,40m,1109,Pocillopora_meandrina_1,162.13,2.31,159.82,1.424782582,Pocillopora_meandrina,24,0
FR,FR5,40m,1109,Pocillopora_meandrina_2,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR5,40m,1109,Pocillopora_meandrina_3,248.13,6.33,241.8,2.551082094,Pocillopora_meandrina,24,0
FR,FR5,40m,1109,Pocillopora_meandrina_4,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR5,45m,1109,Favites_abdita_1,20.82,0.04,20.78,0.192122959,Favites_abdita,24,0
FR,FR5,45m,1109,Goniastrea_stelligera_1,54.19,12.49,41.7,23.04853294,Goniastrea_stelligera,24,0
FR,FR5,45m,1109,Goniastrea_stelligera_3,11.18,0,11.18,0,Goniastrea_stelligera,24,0
FR,FR5,45m,1109,Pavona_chiriquiensis_1,15.4,0.4,15,2.597402597,Pavona_chiriquiensis,24,0
FR,FR5,45m,1109,Pocillopora_meandrina_2,14.8,1.03,13.77,6.959459459,Pocillopora_meandrina,24,0
FR,FR5,45m,1109,Pocillopora_meandrina_3,32.3,0.84,31.46,2.600619195,Pocillopora_meandrina,24,0
FR,FR5,45m,1109,Pocillopora_meandrina_4,206.27,1.33,204.94,0.64478596,Pocillopora_meandrina,24,0
FR,FR5,45m,1109,Pocillopora_meandrina_5,108.72,2.03,106.69,1.867181751,Pocillopora_meandrina,24,0
FR,FR5,45m,1109,Pocillopora_meandrina_6,20.26,0.12,20.14,0.592300099,Pocillopora_meandrina,24,0
FR,FR5,45m,1109,Pocillopora_meandrina_7,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR5,45m,1109,Pocillopora_meandrina_8,75.69,5.67,70.02,7.491082045,Pocillopora_meandrina,24,0
FR,FR5,5m,1109,Pocillopora_meandrina_1,107.32,0,107.32,0,Pocillopora_meandrina,24,0
FR,FR5,5m,1109,Pocillopora_meandrina_2,68.69,0,68.69,0,Pocillopora_meandrina,24,0
FR,FR5,5m,1109,Pocillopora_meandrina_4,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR7,0m,1109,Astrea_curta_1,33.18,0.28,32.9,0.843881857,Astrea_curta,24,0
FR,FR7,0m,1109,Goniastrea_stelligera_1,15.81,0.72,15.09,4.554079696,Goniastrea_stelligera,24,0
FR,FR7,0m,1109,Goniastrea_stelligera_3,159.15,2.41,156.74,1.514294691,Goniastrea_stelligera,24,0
FR,FR7,0m,1109,Goniastrea_stelligera_5,112.49,3.65,108.84,3.244732865,Goniastrea_stelligera,24,0
FR,FR7,0m,1109,Hydnophora_microconos_1,93.7,46.95,46.75,50.10672359,Hydnophora_microconos,24,0
FR,FR7,0m,1109,Hydnophora_microconos_2,20.07,7.08,12.99,35.27653214,Hydnophora_microconos,24,0
FR,FR7,0m,1109,Pavona_chiriquiensis_1,35.94,2.92,33.02,8.124652198,Pavona_chiriquiensis,24,0
FR,FR7,0m,1109,Pocillopora_meandrina_1,85.77,2.59,83.18,3.019703859,Pocillopora_meandrina,24,0
FR,FR7,10m,1109,Goniastrea_stelligera_1,48.23,4.53,43.7,9.392494298,Goniastrea_stelligera,24,0
FR,FR7,10m,1109,Goniastrea_stelligera_2,83.07,2.56,80.51,3.081738293,Goniastrea_stelligera,24,0
FR,FR7,10m,1109,Hydnophora_microconos_1,26.09,0.02,26.07,0.076657723,Hydnophora_microconos,24,0
FR,FR7,10m,1109,Pocillopora_meandrina_2,145.24,0.5,144.74,0.34425778,Pocillopora_meandrina,24,0
FR,FR7,10m,1109,Pocillopora_meandrina_3,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR7,10m,1109,Porites_lobata_1,361.37,61.33,300.04,16.97152503,Porites_lobata,24,0
FR,FR7,15m,1109,Astrea_curta_1,16.31,11.35,4.96,69.58920907,Astrea_curta,24,0
FR,FR7,15m,1109,Astrea_curta_2,0,0,0,#DIV/0!,Astrea_curta,24,0
FR,FR7,15m,1109,Favites_abdita_2,24.04,1.05,22.99,4.367720466,Favites_abdita,24,0
FR,FR7,15m,1109,Favites_pentagona_1,163.99,105.48,58.51,64.32099518,Favites_pentagona,24,0
FR,FR7,15m,1109,Goniastrea_stelligera_1,224.53,132.1,92.43,58.83400882,Goniastrea_stelligera,24,0
FR,FR7,15m,1109,Goniastrea_stelligera_2,332.38,209.51,122.87,63.03327517,Goniastrea_stelligera,24,0
FR,FR7,15m,1109,Goniastrea_stelligera_3,28.83,16.8,12.03,58.27263267,Goniastrea_stelligera,24,0
FR,FR7,15m,1109,Hydnophora_microconos_1,64.9,25.43,39.47,39.18335901,Hydnophora_microconos,24,0
FR,FR7,15m,1109,Pocillopora_meandrina_1,233.15,5.11,228.04,2.191722067,Pocillopora_meandrina,24,0
FR,FR7,15m,1109,Pocillopora_meandrina_2,53.25,9.72,43.53,18.25352113,Pocillopora_meandrina,24,0
FR,FR7,20m,1109,Astrea_curta_1,27.37,18.9,8.47,69.05370844,Astrea_curta,24,0
FR,FR7,20m,1109,Pocillopora_meandrina_1,325.96,13.06,312.9,4.00662658,Pocillopora_meandrina,24,0
FR,FR7,20m,1109,Pocillopora_meandrina_2,89.65,0.53,89.12,0.591187953,Pocillopora_meandrina,24,0
FR,FR7,25m,1109,Astrea_curta_1,43.09,3.16,39.93,7.333488048,Astrea_curta,24,0
FR,FR7,25m,1109,Goniastrea_stelligera_1,194.74,0.64,194.1,0.328643319,Goniastrea_stelligera,24,0
FR,FR7,25m,1109,Hydnophora_microconos_1,46.36,0,46.36,0,Hydnophora_microconos,24,0
FR,FR7,25m,1109,Pavona_chiriquiensis_1,20.82,0,20.82,0,Pavona_chiriquiensis,24,0
FR,FR7,25m,1109,Pavona_duerdeni_1,845.37,46.09,799.28,5.452050581,Pavona_duerdeni,24,0
FR,FR7,25m,1109,Pocillopora_meandrina_2,100.32,0,100.32,0,Pocillopora_meandrina,24,0
FR,FR7,25m,1109,Porites_arnaudi_5,12.84,6.74,6.1,52.49221184,Porites_arnaudi,24,0
FR,FR7,25m,1109,Porites_lobata_1,1471.75,68.55,1403.2,4.657720401,Porites_lobata,24,0
FR,FR7,30m,1109,Astrea_curta_1,44.69,9.76,34.93,21.83933766,Astrea_curta,24,0
FR,FR7,30m,1109,Astrea_curta_2,23.81,1.97,21.84,8.273834523,Astrea_curta,24,0
FR,FR7,30m,1109,Astrea_curta_3,0,0,0,#DIV/0!,Astrea_curta,24,0
FR,FR7,30m,1109,Astrea_curta_4,0,0,0,#DIV/0!,Astrea_curta,24,0
FR,FR7,30m,1109,Favites_abdita_2,11.33,2.46,8.87,21.71226831,Favites_abdita,24,0
FR,FR7,30m,1109,Favites_pentagona_3,50.37,0.43,49.94,0.853682748,Favites_pentagona,24,0
FR,FR7,30m,1109,Goniastrea_stelligera_3,266.79,7.77,259.02,2.912403014,Goniastrea_stelligera,24,0
FR,FR7,30m,1109,Goniastrea_stelligera_4,84.66,12.53,72.13,14.80037798,Goniastrea_stelligera,24,0
FR,FR7,30m,1109,Hydnophora_microconos_1,662.48,394.53,267.95,59.55349595,Hydnophora_microconos,24,0
FR,FR7,30m,1109,Pavona_duerdeni_2,0,0,0,#DIV/0!,Pavona_duerdeni,24,0
FR,FR7,30m,1109,Pocillopora_meandrina_1,116.62,5.37,111.25,4.604699022,Pocillopora_meandrina,24,0
FR,FR7,30m,1109,Pocillopora_meandrina_3,60.66,0.52,60.14,0.857237059,Pocillopora_meandrina,24,0
FR,FR7,35m,1109,Porites_lobata_2,0,0,0,#DIV/0!,Porites_lobata,24,0
FR,FR7,40m,1109,Astrea_curta_3,0,0,0,#DIV/0!,Astrea_curta,24,0
FR,FR7,40m,1109,Favites_flexuosa_1,3.21,0,3.21,0,Favites_flexuosa,24,0
FR,FR7,40m,1109,Favites_pentagona_2,0,0,0,#DIV/0!,Favites_pentagona,24,0
FR,FR7,40m,1109,Goniastrea_stelligera_1,512.67,307.85,204.82,60.0483742,Goniastrea_stelligera,24,0
FR,FR7,40m,1109,Goniastrea_stelligera_2,0,0,0,#DIV/0!,Goniastrea_stelligera,24,0
FR,FR7,40m,1109,Goniastrea_stelligera_3,0,0,0,#DIV/0!,Goniastrea_stelligera,24,0
FR,FR7,40m,1109,Goniastrea_stelligera_4,20.14,13,7.14,64.54816286,Goniastrea_stelligera,24,0
FR,FR7,40m,1109,Pocillopora_meandrina_1,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR7,40m,1109,Pocillopora_meandrina_2,145.63,0.96,144.67,0.659204834,Pocillopora_meandrina,24,0
FR,FR7,40m,1109,Pocillopora_meandrina_3,261.97,1.76,260.21,0.671832653,Pocillopora_meandrina,24,0
FR,FR7,40m,1109,Pocillopora_meandrina_4,64.26,3.82,60.44,5.944600062,Pocillopora_meandrina,24,0
FR,FR7,45m,1109,Goniastrea_stelligera_2,51.6,0.65,50.95,1.259689922,Goniastrea_stelligera,24,0
FR,FR7,45m,1109,Goniastrea_stelligera_3,6.87,0.02,6.85,0.291120815,Goniastrea_stelligera,24,0
FR,FR7,45m,1109,Pocillopora_meandrina_1,202.36,0.77,201.59,0.380509982,Pocillopora_meandrina,24,0
FR,FR7,45m,1109,Pocillopora_meandrina_2,181.3,11.88,169.42,6.552675124,Pocillopora_meandrina,24,0
FR,FR7,45m,1109,Pocillopora_meandrina_3,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR7,45m,1109,Pocillopora_meandrina_4,92.13,8.84,83.29,9.595137306,Pocillopora_meandrina,24,0
FR,FR7,5m,1109,Pocillopora_meandrina_1,86.25,1.58,84.67,1.831884058,Pocillopora_meandrina,24,0
FR,FR7,5m,1109,Pocillopora_meandrina_4,82.26,0.02,82.24,0.024313153,Pocillopora_meandrina,24,0
FR,FR7,5m,1109,Pocillopora_meandrina_5,147.63,0.07,147.56,0.047415837,Pocillopora_meandrina,24,0
FR,FR9,0m,1109,Goniastrea_stelligera_2,16.35,4.25,12.1,25.99388379,Goniastrea_stelligera,24,0
FR,FR9,0m,1109,Goniastrea_stelligera_3,315.26,20.29,294.97,6.435957622,Goniastrea_stelligera,24,0
FR,FR9,0m,1109,Hydnophora_microconos_1,378.19,188.77,189.42,49.91406436,Hydnophora_microconos,24,0
FR,FR9,0m,1109,Pocillopora_meandrina_1,45.17,1.55,43.62,3.431481072,Pocillopora_meandrina,24,0
FR,FR9,0m,1109,Pocillopora_meandrina_2,35.8,1.88,33.92,5.251396648,Pocillopora_meandrina,24,0
FR,FR9,0m,1109,Pocillopora_meandrina_3,37.1,0.21,36.89,0.566037736,Pocillopora_meandrina,24,0
FR,FR9,0m,1109,Pocillopora_meandrina_5,7.42,0.28,7.14,3.773584906,Pocillopora_meandrina,24,0
FR,FR9,0m,1109,Stylophora_pistillata_1,0,0,0,#DIV/0!,Stylophora_pistillata,24,0
FR,FR9,0m,1109,Stylophora_pistillata_2,36.53,1.37,35.16,3.750342185,Stylophora_pistillata,24,0
FR,FR9,10m,1109,Goniastrea_stelligera_2,0,0,0,#DIV/0!,Goniastrea_stelligera,24,0
FR,FR9,10m,1109,Pavona_chiriquiensis_1,0,0,0,#DIV/0!,Pavona_chiriquiensis,24,0
FR,FR9,10m,1109,Pocillopora_meandrina_1,191.01,16.77,174.24,8.779645045,Pocillopora_meandrina,24,0
FR,FR9,10m,1109,Pocillopora_meandrina_2,100.08,8.82,91.26,8.81294964,Pocillopora_meandrina,24,0
FR,FR9,10m,1109,Pocillopora_meandrina_3,78.59,1.39,77.2,1.768672859,Pocillopora_meandrina,24,0
FR,FR9,10m,1109,Pocillopora_meandrina_4,37.92,7.8,30.12,20.56962025,Pocillopora_meandrina,24,0
FR,FR9,10m,1109,Pocillopora_meandrina_5,33.61,1.95,31.66,5.801844689,Pocillopora_meandrina,24,0
FR,FR9,10m,1109,Pocillopora_meandrina_6,39.52,2.47,37.05,6.25,Pocillopora_meandrina,24,0
FR,FR9,10m,1109,Pocillopora_meandrina_7,15.48,4.81,10.67,31.07235142,Pocillopora_meandrina,24,0
FR,FR9,10m,1109,Stylophora_pistillata_1,509.78,92.12,417.66,18.07054023,Stylophora_pistillata,24,0
FR,FR9,15m,1109,Goniastrea_stelligera_2,68.53,18.41,50.12,26.86414709,Goniastrea_stelligera,24,0
FR,FR9,15m,1109,Pavona_chiriquiensis_1,0,0,0,#DIV/0!,Pavona_chiriquiensis,24,0
FR,FR9,15m,1109,Pocillopora_meandrina_1,195.52,1.88,193.64,0.961538462,Pocillopora_meandrina,24,0
FR,FR9,15m,1109,Pocillopora_meandrina_2,137.03,2.25,134.78,1.64197621,Pocillopora_meandrina,24,0
FR,FR9,15m,1109,Pocillopora_meandrina_3,84.51,2.71,81.8,3.206721098,Pocillopora_meandrina,24,0
FR,FR9,15m,1109,Pocillopora_meandrina_4,34.76,5.7,29.06,16.3981588,Pocillopora_meandrina,24,0
FR,FR9,15m,1109,Pocillopora_meandrina_5,47.78,2.3,45.48,4.813729594,Pocillopora_meandrina,24,0
FR,FR9,15m,1109,Pocillopora_meandrina_6,109.91,1.46,108.45,1.328359567,Pocillopora_meandrina,24,0
FR,FR9,15m,1109,Pocillopora_meandrina_7,28.77,2.58,26.19,8.967674661,Pocillopora_meandrina,24,0
FR,FR9,15m,1109,Pocillopora_meandrina_9,61.76,2.77,58.99,4.485103627,Pocillopora_meandrina,24,0
FR,FR9,15m,1109,Stylophora_pistillata_2,364.5,41.33,323.17,11.3388203,Stylophora_pistillata,24,0
FR,FR9,15m,1109,Stylophora_pistillata_3,0,0,0,#DIV/0!,Stylophora_pistillata,24,0
FR,FR9,20m,1109,Pavona_chiriquiensis_1,41.59,13.1,28.49,31.49795624,Pavona_chiriquiensis,24,0
FR,FR9,20m,1109,Pocillopora_meandrina_1,73.73,11.57,62.16,15.69239116,Pocillopora_meandrina,24,0
FR,FR9,20m,1109,Pocillopora_meandrina_2,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,20m,1109,Pocillopora_meandrina_3,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,25m,1109,Goniastrea_stelligera_1,33.01,3.39,29.62,10.26961527,Goniastrea_stelligera,24,0
FR,FR9,25m,1109,Pavona_chiriquiensis_1,0,0,0,#DIV/0!,Pavona_chiriquiensis,24,0
FR,FR9,25m,1109,Pocillopora_meandrina_1,83.44,0.27,83.17,0.32358581,Pocillopora_meandrina,24,0
FR,FR9,25m,1109,Pocillopora_meandrina_2,206.52,0.39,206.13,0.188843696,Pocillopora_meandrina,24,0
FR,FR9,30m,1109,Pocillopora_meandrina_1,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,30m,1109,Pocillopora_meandrina_2,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,30m,1109,Pocillopora_meandrina_5,210.59,16.27,194.32,7.725912911,Pocillopora_meandrina,24,0
FR,FR9,30m,1109,Pocillopora_meandrina_6,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,30m,1109,Pocillopora_meandrina_8,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,35m,1109,Astrea_curta_2,0,0,0,#DIV/0!,Astrea_curta,24,0
FR,FR9,35m,1109,Pavona_chiriquiensis_1,28.38,1.61,26.77,5.673009161,Pavona_chiriquiensis,24,0
FR,FR9,35m,1109,Pavona_chiriquiensis_2,28.79,0,28.79,0,Pavona_chiriquiensis,24,0
FR,FR9,35m,1109,Pocillopora_meandrina_2,40.32,0.05,40.27,0.124007937,Pocillopora_meandrina,24,0
FR,FR9,35m,1109,Pocillopora_meandrina_3,51.47,0.86,50.61,1.670876239,Pocillopora_meandrina,24,0
FR,FR9,40m,1109,Pocillopora_meandrina_1,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,40m,1109,Pocillopora_meandrina_10,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,40m,1109,Pocillopora_meandrina_13,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,40m,1109,Pocillopora_meandrina_14,58.86,0.08,58.78,0.135915732,Pocillopora_meandrina,24,0
FR,FR9,40m,1109,Pocillopora_meandrina_2,275.78,0.7,275.08,0.253825513,Pocillopora_meandrina,24,0
FR,FR9,40m,1109,Pocillopora_meandrina_6,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,40m,1109,Pocillopora_meandrina_7,41.31,14.36,26.95,34.76155894,Pocillopora_meandrina,24,0
FR,FR9,40m,1109,Pocillopora_meandrina_8,174.86,0.49,174.37,0.280224179,Pocillopora_meandrina,24,0
FR,FR9,40m,1109,Porites_arnaudi_1,204.94,0,204.94,0,Porites_arnaudi,24,0
FR,FR9,5m,1109,Goniastrea_stelligera_1,115.35,19.78,95.57,17.14781101,Goniastrea_stelligera,24,0
FR,FR9,5m,1109,Pocillopora_meandrina_1,67.35,5.16,62.19,7.661469933,Pocillopora_meandrina,24,0
FR,FR9,5m,1109,Pocillopora_meandrina_2,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,5m,1109,Pocillopora_meandrina_3,0,0,0,#DIV/0!,Pocillopora_meandrina,24,0
FR,FR9,5m,1109,Pocillopora_meandrina_4,74.23,33.14,41.09,44.64502223,Pocillopora_meandrina,24,0
FR,FR9,5m,1109,Pocillopora_meandrina_6,38.5,1.71,36.79,4.441558442,Pocillopora_meandrina,24,0
FR,FR9,5m,1109,Pocillopora_meandrina_8,57.51,0.77,56.74,1.338897583,Pocillopora_meandrina,24,0
RT,RT1,0m,1109,Goniastrea_stelligera_1,0,0,0,#DIV/0!,Goniastrea_stelligera,24,0
RT,RT1,0m,1109,Pocillopora_meandrina_1,115.69,2.61,113.08,2.256029043,Pocillopora_meandrina,24,0
RT,RT1,10m,1109,Pocillopora_meandrina_2,45,14.68,30.32,32.62222222,Pocillopora_meandrina,24,0
RT,RT1,15m,1109,Goniastrea_stelligera_1,0,0,0,#DIV/0!,Goniastrea_stelligera,24,0
RT,RT1,15m,1109,Goniastrea_stelligera_3,7.78,6.65,1.13,85.47557841,Goniastrea_stelligera,24,0
RT,RT1,15m,1109,Goniastrea_stelligera_4,0,0,0,#DIV/0!,Goniastrea_stelligera,24,0
