Site,Quad,Date,Colony ID,Total area,Discolored area,Pigmented area,Percent discoloration
FR7,35m,1605,Porites_arnaudi_5,23,1.86,21.14,8.086956522
FR7,35m,1609,Porites_arnaudi_1,233.86,15.96,217.9,6.824595912
FR7,35m,1709,Fungia_spp.,6.42,0.21,6.21,3.271028037
FR7,35m,1709,Porites_arnaudi_1,53.48,0.01,53.47,0.018698579
FR7,35m,1909,Goniastrea_stelligera_1,5.28,0.23,5.05,4.356060606
FR7,35m,1909,Goniastrea_stelligera_2,6.98,0.16,6.82,2.29226361
FR7,35m,1909,Porites_arnaudi_1,5.33,1.32,4.01,24.76547842
FR7,40m,909,Favites_flexuosa_1,53.82,8.9,44.92,16.53660349
FR7,40m,909,Favites_pentagona_2,11.48,0.56,10.92,4.87804878
FR7,40m,909,Fungia_spp.,37.59,3.78,33.81,10.05586592
FR7,40m,909,Goniastrea_stelligera_1,554.5,188.33,366.17,33.96393147
FR7,40m,909,Goniastrea_stelligera_2,36.29,0.85,35.44,2.342243042
FR7,40m,909,Goniastrea_stelligera_3,5.68,0,5.68,0
FR7,40m,909,Goniastrea_stelligera_4,39.62,0.3,39.32,0.757193337
FR7,40m,909,Hydnophora_microconos_1,97.71,5.06,92.65,5.178589704
FR7,40m,909,Montipora_patula,84.61,0.17,84.44,0.200921877
FR7,40m,909,Pavona_chiriquiensis,5.27,1.55,3.72,29.41176471
FR7,40m,909,Pocillopora_meandrina_1,7.18,0.13,7.05,1.810584958
FR7,40m,909,Pocillopora_meandrina_2,69,0.73,68.27,1.057971014
FR7,40m,909,Pocillopora_meandrina_3,186.84,0.01,186.83,0.005352173
FR7,40m,909,Pocillopora_meandrina_4,21.6,1.85,19.75,8.564814815
FR7,40m,909,Pocillopora_meandrina_5,41.58,0,41.58,0
FR7,40m,909,Porites_superfusa,52.45,25.87,26.58,49.32316492
FR7,40m,1004,Favites_flexuosa_1,39.1,5.71,33.39,14.60358056
FR7,40m,1004,Favites_pentagona_2,9.8,0.42,9.38,4.285714286
FR7,40m,1004,Fungia_spp.,22.72,0.02,22.7,0.088028169
FR7,40m,1004,Goniastrea_stelligera_1,582.8,183.77,399.03,31.53225806
FR7,40m,1004,Goniastrea_stelligera_2,71.38,5,66.38,7.004763239
FR7,40m,1004,Goniastrea_stelligera_3,32.28,0.17,32.11,0.526641884
FR7,40m,1004,Goniastrea_stelligera_4,43.95,3.53,40.42,8.03185438
FR7,40m,1004,Goniastrea_stelligera_5,9.23,0.68,8.55,7.367280607
FR7,40m,1004,Hydnophora_microconos_1,138.78,1.43,137.35,1.03040784
FR7,40m,1004,Montipora_patula,43.93,0.47,43.46,1.069883906
FR7,40m,1004,Pavona_chiriquiensis,14.47,0.18,14.29,1.243953006
FR7,40m,1004,Pocillopora_meandrina_1,12.99,0.6,12.39,4.618937644
FR7,40m,1004,Pocillopora_meandrina_2,90.11,0.19,89.92,0.210853401
FR7,40m,1004,Pocillopora_meandrina_3,196.5,0,196.5,0
FR7,40m,1004,Pocillopora_meandrina_4,43.64,4.89,38.75,11.20531622
FR7,40m,1004,Porites_superfusa,37.9,1.8,36.1,4.749340369
FR7,40m,1007,Favites_flexuosa_1,5.74,0.06,5.68,1.045296167
FR7,40m,1007,Fungia_spp.,13.64,0,13.64,0
FR7,40m,1007,Goniastrea_stelligera_1,564.95,294.71,270.24,52.16567838
FR7,40m,1007,Goniastrea_stelligera_2,25.6,0.79,24.81,3.0859375
FR7,40m,1007,Goniastrea_stelligera_3,28.44,0.28,28.16,0.984528833
FR7,40m,1007,Goniastrea_stelligera_4,46.36,26.06,20.3,56.21225194
FR7,40m,1007,Goniastrea_stelligera_6,10.12,0.21,9.91,2.075098814
FR7,40m,1007,Hydnophora_microconos_1,152.19,1.64,150.55,1.077600368
FR7,40m,1007,Montipora_patula,59.71,2,57.71,3.349522693
FR7,40m,1007,Pavona_chiriquiensis,58.42,8.1,50.32,13.86511469
FR7,40m,1007,Pocillopora_meandrina_1,14.24,0.01,14.23,0.070224719
FR7,40m,1007,Pocillopora_meandrina_2,95.23,2.87,92.36,3.013756169
FR7,40m,1007,Pocillopora_meandrina_3,210.98,7.82,203.16,3.706512466
FR7,40m,1007,Pocillopora_meandrina_4,54.93,9.58,45.35,17.44037866
FR7,40m,1007,Porites_superfusa,41.88,20.07,21.81,47.9226361
FR7,40m,1109,Favites_flexuosa_1,3.21,0,3.21,0
FR7,40m,1109,Fungia_spp.,25.35,0,25.35,0
FR7,40m,1109,Goniastrea_stelligera_1,512.67,307.85,204.82,60.0483742
FR7,40m,1109,Goniastrea_stelligera_4,20.14,13,7.14,64.54816286
FR7,40m,1109,Hydnophora_microconos_1,136.63,28.35,108.28,20.74946937
FR7,40m,1109,Montipora_patula,56.1,7.06,49.04,12.58467023
FR7,40m,1109,Pavona_chiriquiensis,7.97,0.01,7.96,0.125470514
FR7,40m,1109,Pocillopora_meandrina_2,145.63,0.96,144.67,0.659204834
FR7,40m,1109,Pocillopora_meandrina_3,261.97,1.76,260.21,0.671832653
FR7,40m,1109,Pocillopora_meandrina_4,64.26,3.82,60.44,5.944600062
FR7,40m,1109,Porites_superfusa,46.1,24.6,21.5,53.36225597
FR7,40m,1206,Favites_flexuosa_1,3.58,0.21,3.37,5.865921788
FR7,40m,1206,Fungia_spp.,76.11,26.67,49.44,35.04138747
FR7,40m,1206,Goniastrea_stelligera_1,595.69,429.71,165.98,72.13651396
FR7,40m,1206,Goniastrea_stelligera_4,10.33,0.26,10.07,2.516940949
FR7,40m,1206,Hydnophora_microconos_1,170.41,8.21,162.2,4.817792383
FR7,40m,1206,Montipora_patula,33.06,0,33.06,0
FR7,40m,1206,Pavona_chiriquiensis,65.48,18.41,47.07,28.1154551
FR7,40m,1206,Pocillopora_meandrina_2,177.36,35.99,141.37,20.29206134
FR7,40m,1206,Pocillopora_meandrina_3,176.49,3.24,173.25,1.835798062
FR7,40m,1206,Pocillopora_meandrina_4,33.01,5.28,27.73,15.99515298
FR7,40m,1206,Pocillopora_meandrina_6,7.14,2.63,4.51,36.83473389
FR7,40m,1206,Porites_superfusa,53.43,32.8,20.63,61.38873292
FR7,40m,1209,Favites_flexuosa_1,14.42,0.17,14.25,1.178918169
FR7,40m,1209,Fungia_spp.,68.81,0.26,68.55,0.377852056
FR7,40m,1209,Goniastrea_stelligera_1,497.41,144.04,353.37,28.95800245
FR7,40m,1209,Hydnophora_microconos_1,146.92,2.97,143.95,2.021508304
FR7,40m,1209,Montipora_patula,67.36,0.41,66.95,0.608669834
FR7,40m,1209,Pavona_chiriquiensis,44.46,8.68,35.78,19.52316689
FR7,40m,1209,Pocillopora_meandrina_2,183.23,0.52,182.71,0.283796322
FR7,40m,1209,Pocillopora_meandrina_3,163.52,1.12,162.4,0.684931507
FR7,40m,1209,Pocillopora_meandrina_4,41.79,2.1,39.69,5.025125628
FR7,40m,1209,Porites_superfusa,69.49,30.91,38.58,44.48122032
FR7,40m,1307,Fungia_spp.,94.77,0.74,94.03,0.780837818
FR7,40m,1307,Goniastrea_stelligera_1,569.89,351.01,218.88,61.59258804
FR7,40m,1307,Hydnophora_microconos_1,330.49,10.6,319.89,3.20735877
FR7,40m,1307,Montipora_patula,20.23,0.18,20.05,0.889767672
FR7,40m,1307,Pavona_chiriquiensis,42.2,6.71,35.49,15.90047393
FR7,40m,1307,Pocillopora_meandrina_2,210.57,47.59,162.98,22.60056038
FR7,40m,1307,Porites_superfusa,1.7,0.09,1.61,5.294117647
FR7,40m,1409,Fungia_spp.,15.96,0,15.96,0
FR7,40m,1409,Goniastrea_stelligera_1,363.02,56.78,306.24,15.64101151
FR7,40m,1409,Hydnophora_microconos_1,325.19,24.21,300.98,7.444878379
FR7,40m,1409,Montipora_patula,51.91,0.6,51.31,1.155846658
FR7,40m,1409,Pavona_chiriquiensis,47.23,6.24,40.99,13.21194156
FR7,40m,1409,Pocillopora_meandrina_2,137.78,8.96,128.82,6.503120917
FR7,40m,1409,Porites_superfusa,12.67,4.26,8.41,33.62273086
FR7,40m,1509,Favites_flexuosa_3,18.4,0.03,18.37,0.163043478
FR7,40m,1509,Goniastrea_stelligera_1,463.05,105.73,357.32,22.83338732
FR7,40m,1509,Hydnophora_microconos_1,489.94,229.39,260.55,46.82001878
FR7,40m,1509,Montipora_patula,164.94,12.22,152.72,7.408754699
FR7,40m,1509,Pavona_chiriquiensis,21.99,4.12,17.87,18.73578899
FR7,40m,1509,Pocillopora_meandrina_2,85.86,6.79,79.07,7.908222688
FR7,40m,1509,Pocillopora_meandrina_7,22.84,1.27,21.57,5.560420315
FR7,40m,1509,Porites_superfusa,7.76,6.42,1.34,82.73195876
FR7,40m,1605,Favites_flexuosa_3,26.24,0.23,26.01,0.87652439
FR7,40m,1605,Fungia_spp.,19.9,3,16.9,15.07537688
FR7,40m,1605,Goniastrea_stelligera_1,386.01,67.45,318.56,17.47364058
FR7,40m,1605,Hydnophora_microconos_1,307.42,8.35,299.07,2.716153796
FR7,40m,1605,Montipora_patula,164.19,0.15,164.04,0.091357574
FR7,40m,1605,Pavona_chiriquiensis,56.08,4.63,51.45,8.256062767
FR7,40m,1605,Pocillopora_meandrina_2,82.07,0.32,81.75,0.389911052
FR7,40m,1605,Pocillopora_meandrina_7,65.35,0.01,65.34,0.015302219
FR7,40m,1605,Porites_lobata_1,22.11,0.59,21.52,2.668475803
FR7,40m,1605,Porites_superfusa,22.81,0,22.81,0
FR7,40m,1609,Favites_flexuosa_3,39.02,1.56,37.46,3.997949769
FR7,40m,1609,Goniastrea_stelligera_1,441.69,60.06,381.63,13.59777219
FR7,40m,1609,Hydnophora_microconos_1,197.69,19.54,178.15,9.884162072
FR7,40m,1609,Montipora_patula,251.31,3.42,247.89,1.360869046
FR7,40m,1609,Pavona_chiriquiensis,108.59,12.27,96.32,11.299383
FR7,40m,1609,Pocillopora_meandrina_2,97.01,6.41,90.6,6.60756623
FR7,40m,1609,Pocillopora_meandrina_7,64.39,2.13,62.26,3.307967076
FR7,40m,1609,Porites_lobata_1,53.79,5.82,47.97,10.81985499
FR7,40m,1609,Porites_superfusa,20.75,0.2,20.55,0.963855422
FR7,40m,1709,Fungia_spp.,7.09,0.17,6.92,2.3977433
FR7,40m,1709,Goniastrea_stelligera_1,294.2,49.55,244.65,16.84228416
FR7,40m,1709,Hydnophora_microconos_1,411.69,83.33,328.36,20.240958
FR7,40m,1709,Montipora_patula,31.18,0.03,31.15,0.096215523
FR7,40m,1709,Pavona_chiriquiensis,28.91,2.42,26.49,8.370805949
FR7,40m,1709,Pocillopora_meandrina_2,112.67,0.01,112.66,0.008875477
FR7,40m,1709,Pocillopora_meandrina_7,74.51,0.01,74.5,0.013421017
FR7,40m,1709,Porites_lobata_1,46.49,2.22,44.27,4.775220478
FR7,40m,1709,Porites_superfusa,12.42,0.55,11.87,4.428341385
FR7,40m,1709,Turbinaria_reniformis,9.23,2.21,7.02,23.94366197
FR7,40m,1810,Goniastrea_stelligera_1,66.95,13.7,53.25,20.46303211
FR7,40m,1810,Hydnophora_microconos_1,62.88,16.74,46.14,26.6221374
FR7,40m,1810,Montipora_patula,4.64,0,4.64,0
FR7,40m,1810,Pavona_chiriquiensis,38.28,0.37,37.91,0.966562173
FR7,40m,1810,Pocillopora_meandrina_2,126.88,0.4,126.48,0.315258512
FR7,40m,1810,Pocillopora_meandrina_7,67.28,0,67.28,0
FR7,40m,1810,Porites_lobata_1,40.79,0.67,40.12,1.642559451
FR7,40m,1810,Porites_superfusa,22.87,11.57,11.3,50.59029296
FR7,40m,1810,Turbinaria_reniformis,6.71,0.1,6.61,1.490312966
FR7,45m,909,Astrea_curta_1,43.08,9.03,34.05,20.96100279
FR7,45m,909,Astrea_curta_2,64.1,0,64.1,0
FR7,45m,909,Astrea_curta_3,98.83,59.11,39.72,59.80977436
FR7,45m,909,Fungia_spp.,22.43,1.14,21.29,5.082478823
FR7,45m,909,Goniastrea_stelligera_1,54.12,6.28,47.84,11.60384331
FR7,45m,909,Goniastrea_stelligera_2,59.44,2.74,56.7,4.609690444
FR7,45m,909,Hydnophora_microconos_1,30.12,2.49,27.63,8.266932271
FR7,45m,909,Pavona_chiriquiensis,17.66,0.46,17.2,2.604756512
FR7,45m,909,Pocillopora_meandrina_1,197.81,0.01,197.8,0.005055356
FR7,45m,909,Pocillopora_meandrina_2,152.46,8.25,144.21,5.411255411
FR7,45m,909,Pocillopora_meandrina_3,60.54,0.25,60.29,0.412950116
FR7,45m,909,Pocillopora_meandrina_4,28.45,2.43,26.02,8.541300527
FR7,45m,909,Porites_arnaudi_1,39.07,2.87,36.2,7.345789608
FR7,45m,909,Porites_arnaudi_2,6.68,0,6.68,0
FR7,45m,909,Porites_superfusa,142.18,55.45,86.73,38.99985933
FR7,45m,909,Turbinaria_reniformis,1519.23,303.76,1215.47,19.99433924
FR7,45m,1004,Astrea_curta_1,50.61,1.42,49.19,2.805769611
FR7,45m,1004,Astrea_curta_2,40.57,0,40.57,0
FR7,45m,1004,Astrea_curta_3,87.05,5.85,81.2,6.720275704
FR7,45m,1004,Fungia_spp.,8.93,0.09,8.84,1.007838746
FR7,45m,1004,Goniastrea_stelligera_1,36.25,0.69,35.56,1.903448276
FR7,45m,1004,Goniastrea_stelligera_2,74.3,5.61,68.69,7.550471063
FR7,45m,1004,Goniastrea_stelligera_3,23.31,3.17,20.14,13.5993136
FR7,45m,1004,Hydnophora_microconos_1,32.19,2.49,29.7,7.735321528
FR7,45m,1004,Pocillopora_meandrina_1,199.15,0.18,198.97,0.090384133
FR7,45m,1004,Pocillopora_meandrina_2,135.25,3.31,131.94,2.447319778
FR7,45m,1004,Pocillopora_meandrina_3,62.19,1.38,60.81,2.219006271
FR7,45m,1004,Pocillopora_meandrina_4,42.54,5.94,36.6,13.96332863
FR7,45m,1004,Pocillopora_meandrina_5,70.42,2.11,68.31,2.996307867
FR7,45m,1004,Porites_arnaudi_1,53.64,3.75,49.89,6.991051454
FR7,45m,1004,Porites_arnaudi_3,6.37,0.03,6.34,0.470957614
FR7,45m,1004,Porites_arnaudi_4,3.2,0.04,3.16,1.25
FR7,45m,1004,Porites_superfusa,35.62,1.7,33.92,4.772599663
FR7,45m,1004,Turbinaria_reniformis,1634.41,155.23,1479.18,9.497616877
FR7,45m,1007,Astrea_curta_1,16.82,0.51,16.31,3.032104637
FR7,45m,1007,Astrea_curta_2,27.14,0.05,27.09,0.184229919
FR7,45m,1007,Astrea_curta_3,58.47,3.36,55.11,5.746536685
FR7,45m,1007,Goniastrea_stelligera_1,35.56,8.36,27.2,23.5095613
FR7,45m,1007,Goniastrea_stelligera_2,75.2,12.9,62.3,17.15425532
FR7,45m,1007,Goniastrea_stelligera_3,20.13,1.96,18.17,9.736711376
FR7,45m,1007,Hydnophora_microconos_1,19.9,2.38,17.52,11.95979899
FR7,45m,1007,Pocillopora_meandrina_1,194.51,2.09,192.42,1.074494885
FR7,45m,1007,Pocillopora_meandrina_2,134.94,5.52,129.42,4.090706981
FR7,45m,1007,Pocillopora_meandrina_3,16.7,0.9,15.8,5.389221557
FR7,45m,1007,Pocillopora_meandrina_4,51.36,7.43,43.93,14.4665109
FR7,45m,1007,Porites_arnaudi_1,44.52,6.82,37.7,15.31895777
FR7,45m,1007,Porites_superfusa,30.7,3.51,27.19,11.43322476
FR7,45m,1007,Turbinaria_reniformis,1492.66,179.57,1313.09,12.03020112
FR7,45m,1109,Astrea_curta_1,41.96,13.72,28.24,32.69780744
FR7,45m,1109,Goniastrea_stelligera_1,22.56,3.52,19.04,15.60283688
FR7,45m,1109,Goniastrea_stelligera_2,51.6,0.65,50.95,1.259689922
FR7,45m,1109,Goniastrea_stelligera_3,6.87,0.02,6.85,0.291120815
FR7,45m,1109,Hydnophora_microconos_1,26.02,3.78,22.24,14.5272867
FR7,45m,1109,Pocillopora_meandrina_1,202.36,0.77,201.59,0.380509982
FR7,45m,1109,Pocillopora_meandrina_2,181.3,11.88,169.42,6.552675124
FR7,45m,1109,Pocillopora_meandrina_4,92.13,8.84,83.29,9.595137306
FR7,45m,1109,Porites_arnaudi_1,11.17,0.86,10.31,7.69919427
FR7,45m,1109,Turbinaria_reniformis,1424.98,217.95,1207.03,15.29495151
FR7,45m,1206,Astrea_curta_1,47.64,2.88,44.76,6.04534005
FR7,45m,1206,Favites_pentagona_4,33.63,0.83,32.8,2.468034493
FR7,45m,1206,Goniastrea_stelligera_1,38.43,12.18,26.25,31.69398907
FR7,45m,1206,Goniastrea_stelligera_2,29.07,7.7,21.37,26.4877881
FR7,45m,1206,Goniastrea_stelligera_3,39.39,13.29,26.1,33.7395278
FR7,45m,1206,Goniastrea_stelligera_4,7.3,0,7.3,0
FR7,45m,1206,Hydnophora_microconos_1,71.56,13.86,57.7,19.36836221
FR7,45m,1206,Pocillopora_meandrina_1,199.83,4.97,194.86,2.487114047
FR7,45m,1206,Pocillopora_meandrina_2,129.43,22.4,107.03,17.30665224
FR7,45m,1206,Pocillopora_meandrina_4,92.54,9.44,83.1,10.20099416
FR7,45m,1206,Pocillopora_meandrina_6,4.77,3.18,1.59,66.66666667
FR7,45m,1206,Porites_arnaudi_1,80.33,4.76,75.57,5.925557077
FR7,45m,1206,Porites_superfusa,43.29,8.15,35.14,18.82651883
FR7,45m,1206,Turbinaria_reniformis,1671,366.58,1304.42,21.93776182
FR7,45m,1209,Astrea_curta_1,24.35,13.12,11.23,53.88090349
FR7,45m,1209,Favites_pentagona_4,6.74,0,6.74,0
FR7,45m,1209,Goniastrea_stelligera_1,26.97,2.1,24.87,7.786429366
FR7,45m,1209,Goniastrea_stelligera_2,21.57,2.24,19.33,10.38479369
FR7,45m,1209,Goniastrea_stelligera_3,24.26,6.49,17.77,26.75185491
FR7,45m,1209,Hydnophora_microconos_1,28.93,2.31,26.62,7.984790875
FR7,45m,1209,Pocillopora_meandrina_1,228.01,0.57,227.44,0.249989036
FR7,45m,1209,Pocillopora_meandrina_2,124.53,0.83,123.7,0.666506063
FR7,45m,1209,Pocillopora_meandrina_4,114.11,9.61,104.5,8.421698361
FR7,45m,1209,Porites_superfusa,16.25,0.03,16.22,0.184615385
FR7,45m,1209,Turbinaria_reniformis,1591.31,125.79,1465.52,7.904807988
FR7,45m,1307,Astrea_curta_1,78.07,11.55,66.52,14.79441527
FR7,45m,1307,Astrea_curta_5,16.27,0.38,15.89,2.33558697
FR7,45m,1307,Favites_abdita_1,1.28,0.01,1.27,0.78125
FR7,45m,1307,Favites_pentagona_4,121.56,20.72,100.84,17.04508062
FR7,45m,1307,Fungia_spp.,18.38,0.52,17.86,2.829162133
FR7,45m,1307,Goniastrea_stelligera_2,18.01,0.25,17.76,1.388117712
FR7,45m,1307,Goniastrea_stelligera_3,26.34,3.38,22.96,12.83219438
FR7,45m,1307,Hydnophora_microconos_1,50.44,6.44,44,12.76764473
FR7,45m,1307,Pavona_chiriquiensis,6.49,1.41,5.08,21.7257319
FR7,45m,1307,Pocillopora_meandrina_1,50.41,0.06,50.35,0.119024003
FR7,45m,1307,Pocillopora_meandrina_2,24.66,11.85,12.81,48.05352798
FR7,45m,1307,Pocillopora_meandrina_4,74.64,2.37,72.27,3.175241158
FR7,45m,1307,Porites_arnaudi_5,18.07,0.95,17.12,5.257332595
FR7,45m,1307,Porites_superfusa,24.77,5.51,19.26,22.24465079
FR7,45m,1307,Turbinaria_reniformis,2184.83,178.22,2006.61,8.157156392
FR7,45m,1409,Astrea_curta_1,67.69,4.6,63.09,6.795686217
FR7,45m,1409,Astrea_curta_5,9.79,0.89,8.9,9.090909091
FR7,45m,1409,Fungia_spp.,56.66,0.68,55.98,1.200141193
FR7,45m,1409,Goniastrea_stelligera_2,10.16,0,10.16,0
FR7,45m,1409,Goniastrea_stelligera_5,13.1,0.06,13.04,0.458015267
FR7,45m,1409,Hydnophora_microconos_1,40.1,7.28,32.82,18.15461347
FR7,45m,1409,Pavona_chiriquiensis,16.78,7.89,8.89,47.02026222
FR7,45m,1409,Pocillopora_meandrina_1,162.21,0.25,161.96,0.154121201
FR7,45m,1409,Pocillopora_meandrina_4,35.74,1.51,34.23,4.22495803
FR7,45m,1409,Porites_arnaudi_5,8.58,0,8.58,0
FR7,45m,1409,Porites_superfusa,48.05,8.74,39.31,18.18938606
FR7,45m,1409,Turbinaria_reniformis,2264.72,176.06,2088.66,7.774029461
FR7,45m,1509,Fungia_spp.,6.57,1.77,4.8,26.94063927
FR7,45m,1509,Porites_arnaudi_11,6.3,1.96,4.34,31.11111111
FR7,45m,1509,Porites_lobata_10,357.95,217.37,140.58,60.72635843
FR7,45m,1509,Porites_lobata_12,8.05,3.07,4.98,38.13664596
FR7,45m,1509,Porites_lobata_6,76.58,54.31,22.27,70.91930008
FR7,45m,1509,Porites_lobata_7,29.27,16.62,12.65,56.78168773
FR7,45m,1509,Porites_lobata_8,30.46,4.57,25.89,15.00328299
FR7,45m,1509,Porites_lobata_9,29.05,6.1,22.95,20.99827883
FR7,45m,1509,Turbinaria_reniformis,684.62,95.19,589.43,13.90406357
FR7,45m,1605,Fungia_spp.,15.75,11.59,4.16,73.58730159
FR7,45m,1605,Goniastrea_stelligera_6,33.17,12.13,21.04,36.56918903
FR7,45m,1605,Goniastrea_stelligera_7,7.88,0.11,7.77,1.395939086
FR7,45m,1605,Hydnophora_microconos_2,130.49,17.72,112.77,13.57958464
FR7,45m,1605,Porites_arnaudi_11,34.06,0.12,33.94,0.352319436
FR7,45m,1605,Porites_arnaudi_13,22.26,7.82,14.44,35.13027853
FR7,45m,1605,Porites_arnaudi_14,19.87,5.52,14.35,27.78057373
FR7,45m,1605,Porites_lobata_10,2.98,0.6,2.38,20.13422819
FR7,45m,1605,Porites_lobata_12,47.79,3.08,44.71,6.444862942
FR7,45m,1605,Porites_lobata_7,29.44,5.77,23.67,19.59918478
FR7,45m,1605,Porites_lobata_9,68.97,18.03,50.94,26.14180078
FR7,45m,1605,Porites_superfusa,9.9,2.87,7.03,28.98989899
FR7,45m,1605,Turbinaria_reniformis,706.94,66.51,640.43,9.40815345
FR7,45m,1609,Astrea_curta_6,16.54,7.33,9.21,44.31680774
FR7,45m,1609,Goniastrea_stelligera_10,76.53,9.66,66.87,12.62250098
FR7,45m,1609,Goniastrea_stelligera_11,20.91,2.8,18.11,13.39072214
FR7,45m,1609,Goniastrea_stelligera_7,21.14,0.27,20.87,1.277199622
FR7,45m,1609,Goniastrea_stelligera_8,77.97,0.38,77.59,0.487366936
FR7,45m,1609,Goniastrea_stelligera_9,19.16,1.26,17.9,6.576200418
FR7,45m,1609,Hydnophora_microconos_2,90.34,22.55,67.79,24.96125747
FR7,45m,1609,Porites_arnaudi_17,31.85,5.97,25.88,18.74411303
FR7,45m,1609,Porites_arnaudi_18,29.14,0.77,28.37,2.642415923
FR7,45m,1609,Porites_arnaudi_19,35.42,0.32,35.1,0.903444382
FR7,45m,1609,Porites_lobata_15,56.2,2.78,53.42,4.946619217
FR7,45m,1609,Porites_lobata_16,15.44,0,15.44,0
FR7,45m,1609,Porites_lobata_7,159.26,7.34,151.92,4.608815773
FR7,45m,1609,Porites_superfusa,8.1,0,8.1,0
FR7,45m,1609,Turbinaria_reniformis,235.49,26.19,209.3,11.12149136
FR7,45m,1709,Astrea_curta_6,22.16,6.45,15.71,29.10649819
FR7,45m,1709,Goniastrea_stelligera_10,127.45,7.37,120.08,5.782659867
FR7,45m,1709,Goniastrea_stelligera_11,38.57,19.77,18.8,51.25745398
FR7,45m,1709,Goniastrea_stelligera_12,5.5,1.66,3.84,30.18181818
FR7,45m,1709,Goniastrea_stelligera_13,11.2,2.99,8.21,26.69642857
FR7,45m,1709,Goniastrea_stelligera_7,14.45,0.08,14.37,0.553633218
FR7,45m,1709,Goniastrea_stelligera_8,46.57,16.02,30.55,34.39982822
FR7,45m,1709,Goniastrea_stelligera_9,43.14,11.44,31.7,26.51831247
FR7,45m,1709,Hydnophora_microconos_2,110.6,22.82,87.78,20.63291139
FR7,45m,1709,Pocillopora_meandrina_7,10.02,6.02,4,60.07984032
FR7,45m,1709,Porites_lobata_15,10.39,0.01,10.38,0.096246391
FR7,45m,1709,Porites_lobata_20,15.71,1.1,14.61,7.001909612
FR7,45m,1709,Porites_superfusa,28.16,6.53,21.63,23.18892045
FR7,45m,1709,Turbinaria_reniformis,382.07,13.8,368.27,3.611903578
FR7,45m,1810,Astrea_curta_6,9.66,1.02,8.64,10.55900621
FR7,45m,1810,Goniastrea_stelligera_10,16.99,4.04,12.95,23.77869335
FR7,45m,1810,Goniastrea_stelligera_14,5.86,0,5.86,0
FR7,45m,1810,Goniastrea_stelligera_7,53.89,0,53.89,0
FR7,45m,1810,Goniastrea_stelligera_8,8.88,0.68,8.2,7.657657658
FR7,45m,1810,Goniastrea_stelligera_9,6.23,0.07,6.16,1.123595506
FR7,45m,1810,Hydnophora_microconos_2,75.65,10.13,65.52,13.39061467
FR7,45m,1810,Leptastrea_pruinosa_1,3.33,0.79,2.54,23.72372372
FR7,45m,1810,Porites_arnaudi_21,5.69,1.36,4.33,23.90158172
FR7,45m,1810,Porites_lobata_15,56.58,3.84,52.74,6.786850477
FR7,45m,1810,Porites_lobata_20,19.17,4.5,14.67,23.4741784
FR7,45m,1810,Porites_lobata_22,3.78,1.27,2.51,33.5978836
FR7,45m,1810,Porites_superfusa,34.83,17.87,16.96,51.3063451
FR7,45m,1810,Turbinaria_reniformis,459.07,82.03,377.04,17.86873462
FR7,45m,1909,Astrea_curta_6,18.61,12.7,5.91,68.24288017
FR7,45m,1909,Goniastrea_stelligera_15,4.75,0,4.75,0
FR7,45m,1909,Goniastrea_stelligera_16,3.83,0,3.83,0
FR7,45m,1909,Goniastrea_stelligera_17,1.1,0.33,0.77,30
FR7,45m,1909,Goniastrea_stelligera_7,32.47,0,32.47,0
FR7,45m,1909,Goniastrea_stelligera_8,4.14,0.05,4.09,1.207729469
FR7,45m,1909,Goniastrea_stelligera_9,5.9,0.13,5.77,2.203389831
FR7,45m,1909,Leptastrea_pruinosa_1,8.78,0.38,8.4,4.328018223
FR7,45m,1909,Porites_lobata_15,59.83,14.88,44.95,24.87046632
FR7,45m,1909,Porites_lobata_20,61.7,28.36,33.34,45.9643436
FR7,45m,1909,Porites_lobata_23,1.4,0.74,0.66,52.85714286
FR7,45m,1909,Porites_superfusa,14.72,11.87,2.85,80.63858696
FR7,45m,1909,Turbinaria_reniformis,355.95,37.22,318.73,10.45652479
FR7,5m,909,Favites_abdita_1,18.23,0.08,18.15,0.438837082
FR7,5m,909,Fungia_spp.,4.88,0.92,3.96,18.85245902
FR7,5m,909,Goniastrea_stelligera_1,34.58,0.97,33.61,2.805089647
FR7,5m,909,Goniastrea_stelligera_2,3.21,2.36,0.85,73.52024922
FR7,5m,909,Montipora_patula,49.29,5.27,44.02,10.6918239
FR7,5m,909,Pavona_chiriquiensis,17.69,0.48,17.21,2.7133974
FR7,5m,909,Pocillopora_meandrina_1,58.71,1.66,57.05,2.827456992
FR7,5m,909,Pocillopora_meandrina_2,7.48,0.01,7.47,0.13368984
FR7,5m,909,Pocillopora_meandrina_3,52.59,0,52.59,0
FR7,5m,909,Pocillopora_meandrina_4,55,0,55,0
FR7,5m,909,Pocillopora_meandrina_5,92.63,0.06,92.57,0.064773831
FR7,5m,909,Porites_lobata_1,84.75,12.47,72.28,14.71386431
FR7,5m,909,Porites_superfusa,106.12,86.46,19.66,81.47380324
FR7,5m,1004,Astrea_curta_1,6.3,2.31,3.99,36.66666667
FR7,5m,1004,Goniastrea_stelligera_1,18.79,0.26,18.53,1.383714742
FR7,5m,1004,Goniastrea_stelligera_2,13.95,3.54,10.41,25.37634409
FR7,5m,1004,Montipora_patula,86.73,13.22,73.51,15.24270725
FR7,5m,1004,Pavona_chiriquiensis,17.92,0.11,17.81,0.613839286
