Site,Quad,Date,Colony ID,Total area,Discolored area,Pigmented area,Percent discoloration
FR3,35m,1609,Goniastrea_stelligera_2,22.64,1.53,21.11,6.75795053
FR3,35m,1609,Goniastrea_stelligera_3,90.99,0.02,90.97,0.021980437
FR3,35m,1609,Hydnophora_microconos_1,29.27,5.38,23.89,18.38059447
FR3,35m,1609,Montipora_aequituberculata,1060.99,31.64,1029.35,2.982120472
FR3,35m,1609,Pavona_chiriquiensis,20.8,0.84,19.96,4.038461538
FR3,35m,1609,Porites_arnaudi_1,21.97,0.77,21.2,3.504779244
FR3,35m,1609,Porites_arnaudi_2,25.08,8.74,16.34,34.84848485
FR3,35m,1609,Porites_superfusa,15.83,0.94,14.89,5.93809223
FR3,35m,1709,Fungia_spp.,101.87,1.81,100.06,1.77677432
FR3,35m,1709,Goniastrea_stelligera_1,504.94,17.28,487.66,3.422188775
FR3,35m,1709,Goniastrea_stelligera_2,9.85,0.4,9.45,4.060913706
FR3,35m,1709,Goniastrea_stelligera_3,177.17,28.85,148.32,16.28379522
FR3,35m,1709,Hydnophora_microconos_1,75.98,1.42,74.56,1.868912872
FR3,35m,1709,Montipora_aequituberculata,1467.77,10.91,1456.86,0.743304469
FR3,35m,1709,Pavona_chiriquiensis,26.77,1.54,25.23,5.752708256
FR3,35m,1709,Pavona_duerdeni_2,14.15,0,14.15,0
FR3,35m,1709,Pocillopora_meandrina_3,12.13,0,12.13,0
FR3,35m,1709,Porites_arnaudi_1,13.48,0,13.48,0
FR3,35m,1709,Porites_superfusa,80.28,13.45,66.83,16.75386148
FR3,35m,1810,Fungia_spp.,57.45,10.24,47.21,17.82419495
FR3,35m,1810,Goniastrea_stelligera_1,188.08,0.48,187.6,0.255210549
FR3,35m,1810,Goniastrea_stelligera_3,179.91,3.75,176.16,2.084375521
FR3,35m,1810,Hydnophora_microconos_1,53.04,0.08,52.96,0.150829563
FR3,35m,1810,Montipora_aequituberculata,1504.83,15.08,1489.75,1.00210655
FR3,35m,1810,Pavona_duerdeni_2,11.34,2.62,8.72,23.10405644
FR3,35m,1810,Pocillopora_meandrina_4,7.45,0,7.45,0
FR3,35m,1810,Porites_arnaudi_1,8.19,0,8.19,0
FR3,35m,1810,Porites_superfusa,47.28,12.32,34.96,26.05752961
FR3,35m,1810,Stylophora_pistillata_1,4.79,1.42,3.37,29.64509395
FR3,35m,1810,Stylophora_pistillata_2,8.24,1.23,7.01,14.92718447
FR3,35m,1810,Stylophora_pistillata_3,5.01,1.5,3.51,29.94011976
FR3,35m,1909,Goniastrea_stelligera_1,30.39,1.71,28.68,5.626850938
FR3,35m,1909,Goniastrea_stelligera_3,13.48,0,13.48,0
FR3,35m,1909,Hydnophora_microconos_1,25.36,3.03,22.33,11.94794953
FR3,35m,1909,Montipora_aequituberculata,1112.56,230.76,881.8,20.74135328
FR3,35m,1909,Porites_superfusa,8.08,2.56,5.52,31.68316832
FR3,40m,909,Astrea_curta_1,81.49,1.12,80.37,1.374401767
FR3,40m,909,Fungia_spp.,45.82,0.38,45.44,0.829332169
FR3,40m,909,Goniastrea_stelligera_1,158.91,1.01,157.9,0.635579888
FR3,40m,909,Montipora_aequituberculata,1034.83,40.62,994.21,3.925282414
FR3,40m,909,Pavona_chiriquiensis,528.48,36.79,491.69,6.961474417
FR3,40m,909,Pavona_clavus_2,7.62,0,7.62,0
FR3,40m,909,Pocillopora_meandrina_1,76.98,0.12,76.86,0.155884645
FR3,40m,909,Pocillopora_meandrina_2,164.56,0.26,164.3,0.157997083
FR3,40m,909,Porites_superfusa,1219.39,289.02,930.37,23.70201494
FR3,40m,1004,Astrea_curta_1,62.79,0.21,62.58,0.334448161
FR3,40m,1004,Favites_abdita_1,4.81,0,4.81,0
FR3,40m,1004,Fungia_spp.,34.77,6.87,27.9,19.75841242
FR3,40m,1004,Goniastrea_stelligera_1,153.24,0.48,152.76,0.313234143
FR3,40m,1004,Montipora_aequituberculata,1112.72,68.45,1044.27,6.151592494
FR3,40m,1004,Pavona_chiriquiensis,488.93,105.73,383.2,21.62477246
FR3,40m,1004,Pavona_clavus_2,7.89,0,7.89,0
FR3,40m,1004,Pocillopora_meandrina_1,103.76,0.14,103.62,0.134926754
FR3,40m,1004,Pocillopora_meandrina_2,185.14,2.17,182.97,1.172085989
FR3,40m,1004,Porites_superfusa,243.3,9.26,234.04,3.806000822
FR3,40m,1007,Favites_abdita_1,6.18,1.43,4.75,23.13915858
FR3,40m,1007,Favites_abdita_2,5.63,0.4,5.23,7.104795737
FR3,40m,1007,Favites_abdita_3,17.77,0.55,17.22,3.095104108
FR3,40m,1007,Fungia_spp.,26.93,3.34,23.59,12.40252506
FR3,40m,1007,Goniastrea_stelligera_1,144.9,0.28,144.62,0.193236715
FR3,40m,1007,Montipora_aequituberculata,1204.78,100.34,1104.44,8.328491509
FR3,40m,1007,Pavona_chiriquiensis,577.78,134.62,443.16,23.29952577
FR3,40m,1007,Pavona_clavus_2,8.12,0,8.12,0
FR3,40m,1007,Pocillopora_meandrina_1,111.14,0,111.14,0
FR3,40m,1007,Pocillopora_meandrina_2,182.35,4.18,178.17,2.292295037
FR3,40m,1007,Porites_superfusa,174.9,23.29,151.61,13.31618067
FR3,40m,1010,Astrea_curta_1,46.26,0,46.26,0
FR3,40m,1010,Favites_abdita_1,8.2,0.81,7.39,9.87804878
FR3,40m,1010,Favites_abdita_2,5.73,0.12,5.61,2.094240838
FR3,40m,1010,Favites_abdita_3,13.98,0.38,13.6,2.718168813
FR3,40m,1010,Fungia_spp.,71.42,1.11,70.31,1.554186502
FR3,40m,1010,Goniastrea_stelligera_1,131.45,0.01,131.44,0.007607455
FR3,40m,1010,Montipora_aequituberculata,1059.15,37.42,1021.73,3.533021763
FR3,40m,1010,Pavona_chiriquiensis,556.08,25.2,530.88,4.531722054
FR3,40m,1010,Pavona_clavus_2,3.11,0,3.11,0
FR3,40m,1010,Pocillopora_meandrina_1,99.98,0.38,99.6,0.380076015
FR3,40m,1010,Pocillopora_meandrina_2,62.96,11.9,51.06,18.90088945
FR3,40m,1010,Porites_superfusa,153.01,19.52,133.49,12.75733612
FR3,40m,1105,Astrea_curta_1,43.53,0.4,43.13,0.918906501
FR3,40m,1105,Favites_abdita_1,12.57,0.65,11.92,5.171042164
FR3,40m,1105,Favites_abdita_2,14.69,0.35,14.34,2.382573179
FR3,40m,1105,Fungia_spp.,63.63,1.54,62.09,2.420242024
FR3,40m,1105,Goniastrea_stelligera_1,178.44,0.46,177.98,0.257789733
FR3,40m,1105,Montipora_aequituberculata,1332.46,30.89,1301.57,2.318268466
FR3,40m,1105,Pavona_chiriquiensis,571.29,45.79,525.5,8.015193684
FR3,40m,1105,Pocillopora_meandrina_1,142.61,0.06,142.55,0.042072786
FR3,40m,1105,Porites_superfusa,247.11,38.98,208.13,15.7743515
FR3,40m,1109,Acropora_acuminata,324.42,19.26,305.16,5.936748659
FR3,40m,1109,Astrea_curta_1,70.35,2.46,67.89,3.496801706
FR3,40m,1109,Fungia_spp.,76.97,4.84,72.13,6.28816422
FR3,40m,1109,Goniastrea_stelligera_1,45.03,0.43,44.6,0.954918943
FR3,40m,1109,Montipora_aequituberculata,1245.3,58.35,1186.95,4.685617923
FR3,40m,1109,Pavona_chiriquiensis,516.55,44.76,471.79,8.665182461
FR3,40m,1109,Pocillopora_meandrina_1,83.4,14.01,69.39,16.79856115
FR3,40m,1109,Porites_superfusa,225.68,39.96,185.72,17.70648706
FR3,40m,1206,Acropora_acuminata,557.43,62.19,495.24,11.15655777
FR3,40m,1206,Astrea_curta_1,94.11,1.24,92.87,1.317607056
FR3,40m,1206,Fungia_spp.,125.15,2.29,122.86,1.829804235
FR3,40m,1206,Goniastrea_stelligera_1,209.07,8.18,200.89,3.91256517
FR3,40m,1206,Montipora_aequituberculata,1251.64,142.61,1109.03,11.39385127
FR3,40m,1206,Pavona_chiriquiensis,357.31,22.85,334.46,6.395007137
FR3,40m,1206,Pavona_clavus_2,11.61,0,11.61,0
FR3,40m,1206,Pocillopora_meandrina_1,77.91,11.66,66.25,14.96598639
FR3,40m,1206,Pocillopora_meandrina_3,18.03,5.33,12.7,29.56184138
FR3,40m,1206,Porites_superfusa,297.52,46.77,250.75,15.7199516
FR3,40m,1209,Acropora_acuminata,842.58,110.62,731.96,13.12872368
FR3,40m,1209,Astrea_curta_1,102.6,0.21,102.39,0.204678363
FR3,40m,1209,Fungia_spp.,58.37,5.85,52.52,10.02227171
FR3,40m,1209,Goniastrea_stelligera_1,204.87,17.02,187.85,8.307707327
FR3,40m,1209,Montipora_aequituberculata,1162.35,119.9,1042.45,10.3153095
FR3,40m,1209,Pavona_chiriquiensis,304.84,25.38,279.46,8.325679045
FR3,40m,1209,Pavona_clavus_2,10.86,0,10.86,0
FR3,40m,1209,Pocillopora_meandrina_1,44,15.05,28.95,34.20454545
FR3,40m,1209,Pocillopora_meandrina_3,28.01,4.66,23.35,16.63691539
FR3,40m,1209,Porites_superfusa,309.03,75.88,233.15,24.5542504
FR3,40m,1307,Acropora_acuminata,1205.56,167.49,1038.07,13.8931285
FR3,40m,1307,Astrea_curta_1,128.83,1.59,127.24,1.234184584
FR3,40m,1307,Fungia_spp.,118.45,0.95,117.5,0.802026171
FR3,40m,1307,Goniastrea_stelligera_1,68.7,0.82,67.88,1.193595342
FR3,40m,1307,Montipora_aequituberculata,782.93,126.53,656.4,16.1610872
FR3,40m,1307,Pavona_chiriquiensis,249.85,9.77,240.08,3.910346208
FR3,40m,1307,Pavona_clavus_2,19.51,0,19.51,0
FR3,40m,1307,Pocillopora_meandrina_3,51.47,9.18,42.29,17.83563241
FR3,40m,1307,Pocillopora_meandrina_4,7.71,0,7.71,0
FR3,40m,1307,Porites_superfusa,285.51,109.2,176.31,38.24734685
FR3,40m,1409,Acropora_acuminata,2233.04,78.54,2154.5,3.517178376
FR3,40m,1409,Astrea_curta_1,137.59,6.05,131.54,4.397121884
FR3,40m,1409,Fungia_spp.,72.14,0.07,72.07,0.097033546
FR3,40m,1409,Goniastrea_stelligera_1,184.88,0.13,184.75,0.070315881
FR3,40m,1409,Montipora_aequituberculata,191.47,10.18,181.29,5.316759806
FR3,40m,1409,Pavona_chiriquiensis,84.58,1.7,82.88,2.009931426
FR3,40m,1409,Pocillopora_meandrina_5,50.54,0.04,50.5,0.079145231
FR3,40m,1409,Porites_superfusa,201.54,49.05,152.49,24.33760048
FR3,40m,1509,Acropora_acuminata,3070.01,998.48,2071.53,32.52367256
FR3,40m,1509,Astrea_curta_1,12.98,0,12.98,0
FR3,40m,1509,Fungia_spp.,29.97,0,29.97,0
FR3,40m,1509,Goniastrea_stelligera_1,78.81,0.09,78.72,0.114198706
FR3,40m,1509,Montipora_aequituberculata,33.92,10.57,23.35,31.1615566
FR3,40m,1509,Pavona_chiriquiensis,31.28,0.01,31.27,0.031969309
FR3,40m,1509,Porites_superfusa,49.79,17.07,32.72,34.28399277
FR3,40m,1605,Acropora_acuminata,845.46,50.03,795.43,5.917488704
FR3,40m,1605,Astrea_curta_1,23.29,1.39,21.9,5.968226707
FR3,40m,1605,Fungia_spp.,86.9,0,86.9,0
FR3,40m,1605,Goniastrea_stelligera_1,64.31,0.46,63.85,0.715285337
FR3,40m,1605,Hydnophora_microconos_1,29.01,1.64,27.37,5.653223027
FR3,40m,1605,Montipora_aequituberculata,18.3,9.21,9.09,50.32786885
FR3,40m,1605,Porites_superfusa,28.14,5.22,22.92,18.55010661
FR3,40m,1605,Stylophora_pistillata_1,21.9,0.4,21.5,1.826484018
FR3,40m,1609,Acropora_acuminata,828.71,119.57,709.14,14.42844904
FR3,40m,1609,Astrea_curta_1,29.55,5.48,24.07,18.54483926
FR3,40m,1609,Fungia_spp.,56.51,1.82,54.69,3.220668908
FR3,40m,1609,Goniastrea_stelligera_1,72.81,19.48,53.33,26.75456668
FR3,40m,1609,Hydnophora_microconos_1,15.42,0,15.42,0
FR3,40m,1609,Montipora_aequituberculata,36.8,5.65,31.15,15.35326087
FR3,40m,1609,Porites_superfusa,34.51,14.92,19.59,43.23384526
FR3,40m,1709,Acropora_acuminata,1299.58,25.26,1274.32,1.943704889
FR3,40m,1709,Astrea_curta_1,37.65,0.01,37.64,0.026560425
FR3,40m,1709,Fungia_spp.,51.51,0,51.51,0
FR3,40m,1709,Goniastrea_stelligera_1,26.04,0,26.04,0
FR3,40m,1709,Goniastrea_stelligera_3,21.93,0,21.93,0
FR3,40m,1709,Montipora_aequituberculata,153.72,0.83,152.89,0.539942753
FR3,40m,1709,Pavona_chiriquiensis,69.02,0,69.02,0
FR3,40m,1709,Porites_superfusa,39.62,1.98,37.64,4.997476022
FR3,40m,1810,Acropora_acuminata,2082.28,396.47,1685.81,19.04018672
FR3,40m,1810,Astrea_curta_1,34.95,2.68,32.27,7.668097282
FR3,40m,1810,Fungia_spp.,4.45,0.01,4.44,0.224719101
FR3,40m,1810,Goniastrea_stelligera_3,76.5,2.02,74.48,2.640522876
FR3,40m,1810,Porites_superfusa,2.52,0.49,2.03,19.44444444
FR3,40m,1909,Acropora_acuminata,332.18,62.09,270.09,18.69167319
FR3,40m,1909,Hydnophora_microconos_2,18.91,8.47,10.44,44.79111581
FR3,45m,909,Favites_abdita_1,93.96,2.2,91.76,2.341421882
FR3,45m,909,Fungia_spp.,58.85,0,58.85,0
FR3,45m,909,Gardineroseris_planulata_1,6.97,2.45,4.52,35.15064562
FR3,45m,909,Goniastrea_stelligera_1,861.2,28.22,832.98,3.276823038
FR3,45m,909,Goniastrea_stelligera_2,21.53,0.82,20.71,3.808639108
FR3,45m,909,Montipora_aequituberculata,312.45,5.75,306.7,1.840294447
FR3,45m,909,Pavona_chiriquiensis,199.67,18.74,180.93,9.385486052
FR3,45m,909,Pocillopora_meandrina_1,72.75,3.12,69.63,4.288659794
FR3,45m,909,Pocillopora_meandrina_2,143.57,5.16,138.41,3.594065613
FR3,45m,909,Pocillopora_meandrina_3,19.17,3.68,15.49,19.19666145
FR3,45m,909,Pocillopora_meandrina_4,37.2,12.2,25,32.79569892
FR3,45m,909,Pocillopora_meandrina_5,24.16,11.97,12.19,49.54470199
FR3,45m,909,Pocillopora_meandrina_6,69.17,9.54,59.63,13.7921064
FR3,45m,909,Pocillopora_meandrina_7,84.29,3.02,81.27,3.582868668
FR3,45m,909,Pocillopora_meandrina_8,23.01,3.12,19.89,13.55932203
FR3,45m,909,Pocillopora_meandrina_9,22.3,0.08,22.22,0.358744395
FR3,45m,909,Porites_superfusa,975.75,386.76,588.99,39.63720215
FR3,45m,909,Stylophora_pistillata_1,46.33,9.64,36.69,20.80725232
FR3,45m,1004,Favites_abdita_1,101.78,2.72,99.06,2.672430733
FR3,45m,1004,Fungia_spp.,64.8,0.01,64.79,0.015432099
FR3,45m,1004,Gardineroseris_planulata_1,8.48,6.41,2.07,75.58962264
FR3,45m,1004,Goniastrea_stelligera_1,909.52,23.81,885.71,2.617864368
FR3,45m,1004,Goniastrea_stelligera_2,18.64,0.12,18.52,0.643776824
FR3,45m,1004,Montipora_aequituberculata,304.68,5.25,299.43,1.723119338
FR3,45m,1004,Pavona_chiriquiensis,237.79,44.71,193.08,18.80230455
FR3,45m,1004,Pocillopora_meandrina_1,98.55,0.61,97.94,0.61897514
FR3,45m,1004,Pocillopora_meandrina_10,2.52,0,2.52,0
FR3,45m,1004,Pocillopora_meandrina_2,156.37,5.92,150.45,3.785892435
FR3,45m,1004,Pocillopora_meandrina_3,32.46,7.35,25.11,22.64325323
FR3,45m,1004,Pocillopora_meandrina_4,23.39,13.54,9.85,57.88798632
FR3,45m,1004,Pocillopora_meandrina_6,94.35,15.16,79.19,16.06783254
FR3,45m,1004,Pocillopora_meandrina_7,115.22,1.1,114.12,0.954695365
FR3,45m,1004,Pocillopora_meandrina_8,37.45,3.84,33.61,10.25367156
FR3,45m,1004,Pocillopora_meandrina_9,10.32,0.01,10.31,0.096899225
FR3,45m,1004,Porites_superfusa,203.13,13.61,189.52,6.700142766
FR3,45m,1004,Stylophora_pistillata_1,52.29,2.62,49.67,5.010518264
FR3,45m,1004,Stylophora_pistillata_2,1.34,0,1.34,0
FR3,45m,1007,Favites_abdita_1,75.55,2.19,73.36,2.898742555
FR3,45m,1007,Fungia_spp.,71.09,0.01,71.08,0.014066676
FR3,45m,1007,Gardineroseris_planulata_1,7.55,3.74,3.81,49.53642384
FR3,45m,1007,Goniastrea_stelligera_1,887.16,23.16,864,2.610577573
FR3,45m,1007,Goniastrea_stelligera_2,29.1,0,29.1,0
FR3,45m,1007,Montipora_aequituberculata,382.06,5.86,376.2,1.533790504
FR3,45m,1007,Pavona_chiriquiensis,231.1,57.72,173.38,24.97620078
FR3,45m,1007,Pocillopora_meandrina_1,99.17,0.99,98.18,0.998285772
FR3,45m,1007,Pocillopora_meandrina_2,164.31,13,151.31,7.911873897
FR3,45m,1007,Pocillopora_meandrina_3,43,8.64,34.36,20.09302326
FR3,45m,1007,Pocillopora_meandrina_6,75.27,5.67,69.6,7.532881626
FR3,45m,1007,Pocillopora_meandrina_7,88.01,0,88.01,0
FR3,45m,1007,Pocillopora_meandrina_8,47.74,3.48,44.26,7.289484709
FR3,45m,1007,Pocillopora_meandrina_9,24.81,8.28,16.53,33.37363966
FR3,45m,1007,Porites_superfusa,271.75,33.81,237.94,12.44158234
FR3,45m,1007,Stylophora_pistillata_1,56.36,2.09,54.27,3.708303762
FR3,45m,1010,Favites_abdita_1,87.64,1.67,85.97,1.905522592
FR3,45m,1010,Fungia_spp.,51.1,0.09,51.01,0.176125245
FR3,45m,1010,Gardineroseris_planulata_1,8.03,3.62,4.41,45.08094645
FR3,45m,1010,Goniastrea_stelligera_1,931.71,62.9,868.81,6.75102768
FR3,45m,1010,Goniastrea_stelligera_2,31.35,2,29.35,6.379585327
FR3,45m,1010,Montipora_aequituberculata,317.87,15.88,301.99,4.995752981
FR3,45m,1010,Pavona_chiriquiensis,256.17,23.63,232.54,9.22434321
FR3,45m,1010,Pocillopora_meandrina_1,78.71,0.06,78.65,0.076229196
FR3,45m,1010,Pocillopora_meandrina_11,4.43,0,4.43,0
FR3,45m,1010,Pocillopora_meandrina_2,162.6,2.86,159.74,1.758917589
FR3,45m,1010,Pocillopora_meandrina_3,55.28,3.4,51.88,6.150506512
FR3,45m,1010,Pocillopora_meandrina_6,83.46,5.16,78.3,6.182602444
FR3,45m,1010,Pocillopora_meandrina_7,108.21,0.47,107.74,0.434340634
FR3,45m,1010,Pocillopora_meandrina_8,50.61,0.85,49.76,1.679509978
FR3,45m,1010,Pocillopora_meandrina_9,7.49,0,7.49,0
FR3,45m,1010,Porites_superfusa,200.33,21.54,178.79,10.75225877
FR3,45m,1010,Stylophora_pistillata_1,65.85,1.76,64.09,2.672741078
FR3,45m,1105,Favites_abdita_1,105,2.98,102.02,2.838095238
FR3,45m,1105,Fungia_spp.,86.12,0.5,85.62,0.58058523
FR3,45m,1105,Goniastrea_stelligera_1,998.04,65.01,933.03,6.513766983
FR3,45m,1105,Goniastrea_stelligera_2,14.8,0.27,14.53,1.824324324
FR3,45m,1105,Montipora_aequituberculata,302.76,7.41,295.35,2.447483155
FR3,45m,1105,Pavona_chiriquiensis,244.01,45.82,198.19,18.77791894
FR3,45m,1105,Pocillopora_meandrina_1,100.77,1.86,98.91,1.845787437
FR3,45m,1105,Pocillopora_meandrina_11,13.25,0,13.25,0
FR3,45m,1105,Pocillopora_meandrina_2,168.5,8.77,159.73,5.204747774
FR3,45m,1105,Pocillopora_meandrina_6,152.29,39.04,113.25,25.63530107
FR3,45m,1105,Pocillopora_meandrina_7,163.04,6.3,156.74,3.864082434
FR3,45m,1105,Pocillopora_meandrina_8,69.84,3.07,66.77,4.395761741
FR3,45m,1105,Porites_lobata_1,17.32,0.1,17.22,0.577367206
FR3,45m,1105,Porites_superfusa,309.95,47.38,262.57,15.28633651
FR3,45m,1105,Stylophora_pistillata_1,84.44,7,77.44,8.289909995
FR3,45m,1109,Favites_abdita_1,92.5,1.65,90.85,1.783783784
FR3,45m,1109,Fungia_spp.,61.33,0.44,60.89,0.717430295
FR3,45m,1109,Goniastrea_stelligera_1,951.72,76.35,875.37,8.022317488
FR3,45m,1109,Goniastrea_stelligera_2,16.98,4.01,12.97,23.61601885
FR3,45m,1109,Montipora_aequituberculata,325.71,21.65,304.06,6.647017285
FR3,45m,1109,Pavona_chiriquiensis,257.31,78.8,178.51,30.62453849
FR3,45m,1109,Pocillopora_meandrina_1,81.95,1.59,80.36,1.940207444
FR3,45m,1109,Pocillopora_meandrina_11,22.15,0,22.15,0
FR3,45m,1109,Pocillopora_meandrina_2,186.61,8.33,178.28,4.463855099
FR3,45m,1109,Pocillopora_meandrina_6,133.17,25.65,107.52,19.26109484
FR3,45m,1109,Pocillopora_meandrina_7,133.37,1.48,131.89,1.109694834
FR3,45m,1109,Pocillopora_meandrina_8,83.81,3.97,79.84,4.736904904
FR3,45m,1109,Porites_lobata_1,10.87,0.85,10.02,7.819687213
FR3,45m,1109,Porites_superfusa,218.91,69.76,149.15,31.8669773
FR3,45m,1109,Stylophora_pistillata_1,91.26,7.66,83.6,8.393600701
FR3,45m,1206,Favites_abdita_1,82.41,0.97,81.44,1.177041621
FR3,45m,1206,Fungia_spp.,43.62,0.02,43.6,0.045850527
FR3,45m,1206,Goniastrea_stelligera_1,1098.43,56.67,1041.76,5.159181741
FR3,45m,1206,Montipora_aequituberculata,280.2,11.31,268.89,4.03640257
FR3,45m,1206,Pavona_chiriquiensis,221.87,57.36,164.51,25.85297697
FR3,45m,1206,Pocillopora_meandrina_1,126.07,12.32,113.75,9.772348695
FR3,45m,1206,Pocillopora_meandrina_11,41.04,13.29,27.75,32.38304094
FR3,45m,1206,Pocillopora_meandrina_2,185.4,20.11,165.29,10.84681769
FR3,45m,1206,Pocillopora_meandrina_6,164.27,58.96,105.31,35.89212881
FR3,45m,1206,Pocillopora_meandrina_7,117.09,18.67,98.42,15.94499957
FR3,45m,1206,Pocillopora_meandrina_8,85.5,3.07,82.43,3.590643275
FR3,45m,1206,Porites_arnaudi_2,20.91,3.37,17.54,16.11669058
FR3,45m,1206,Porites_lobata_1,9.04,0,9.04,0
FR3,45m,1206,Porites_superfusa,182.79,60.14,122.65,32.90114339
FR3,45m,1206,Stylophora_pistillata_1,119.94,7.4,112.54,6.169751542
FR3,45m,1206,Stylophora_pistillata_3,42.26,5.75,36.51,13.60624704
FR3,45m,1209,Favites_abdita_1,66.33,0.06,66.27,0.090456807
FR3,45m,1209,Fungia_spp.,26.34,0.08,26.26,0.303720577
FR3,45m,1209,Goniastrea_stelligera_1,1164.81,26.37,1138.44,2.263888531
FR3,45m,1209,Montipora_aequituberculata,252.11,2.71,249.4,1.074927611
FR3,45m,1209,Pavona_chiriquiensis,228.15,9.23,218.92,4.045584046
FR3,45m,1209,Pocillopora_meandrina_11,92.9,4.26,88.64,4.585575888
FR3,45m,1209,Pocillopora_meandrina_12,9.03,0.18,8.85,1.993355482
FR3,45m,1209,Pocillopora_meandrina_2,267.55,0.93,266.62,0.34759858
FR3,45m,1209,Pocillopora_meandrina_6,169.72,2.77,166.95,1.632099929
FR3,45m,1209,Pocillopora_meandrina_7,115.02,0.13,114.89,0.113023822
FR3,45m,1209,Pocillopora_meandrina_8,88.14,0.28,87.86,0.317676424
FR3,45m,1209,Porites_lobata_1,20.39,0.07,20.32,0.343305542
FR3,45m,1209,Porites_superfusa,260.66,66.18,194.48,25.38939615
FR3,45m,1209,Stylophora_pistillata_1,126.7,0.87,125.83,0.686661405
FR3,45m,1209,Stylophora_pistillata_3,93.36,9.09,84.27,9.736503856
FR3,45m,1209,Stylophora_pistillata_4,1.87,0,1.87,0
FR3,45m,1307,Favites_abdita_1,63.72,0.21,63.51,0.329566855
FR3,45m,1307,Fungia_spp.,46.99,1.59,45.4,3.383698659
FR3,45m,1307,Goniastrea_stelligera_1,1221.41,167.68,1053.73,13.72839587
FR3,45m,1307,Goniastrea_stelligera_3,118.85,10.85,108,9.129154396
FR3,45m,1307,Montipora_aequituberculata,149.12,13.23,135.89,8.872049356
FR3,45m,1307,Pavona_chiriquiensis,209.99,63.71,146.28,30.33953998
FR3,45m,1307,Pocillopora_meandrina_12,31.76,1.1,30.66,3.463476071
FR3,45m,1307,Pocillopora_meandrina_2,106.89,13.2,93.69,12.34914398
FR3,45m,1307,Pocillopora_meandrina_6,211.73,66.67,145.06,31.48821612
FR3,45m,1307,Pocillopora_meandrina_7,147.57,7.73,139.84,5.238192044
FR3,45m,1307,Pocillopora_meandrina_8,103.16,3.08,100.08,2.985653354
FR3,45m,1307,Porites_lobata_1,26.01,0,26.01,0
FR3,45m,1307,Porites_superfusa,232.16,143.28,88.88,61.71605789
FR3,45m,1307,Stylophora_pistillata_1,101.56,6.66,94.9,6.557699882
FR3,45m,1307,Stylophora_pistillata_3,92.95,18.44,74.51,19.83862292
FR3,45m,1307,Stylophora_pistillata_4,9.31,0,9.31,0
FR3,45m,1409,Favites_abdita_1,40.35,0,40.35,0
FR3,45m,1409,Fungia_spp.,17.19,0,17.19,0
FR3,45m,1409,Goniastrea_stelligera_1,1251.83,75.55,1176.28,6.035164519
FR3,45m,1409,Goniastrea_stelligera_3,44.45,0,44.45,0
FR3,45m,1409,Montipora_aequituberculata,339.98,18.73,321.25,5.509147597
FR3,45m,1409,Pavona_chiriquiensis,102.42,6.51,95.91,6.356180434
FR3,45m,1409,Pocillopora_meandrina_12,24.27,0,24.27,0
FR3,45m,1409,Pocillopora_meandrina_2,54.19,26.46,27.73,48.82819708
FR3,45m,1409,Pocillopora_meandrina_6,265.38,27.31,238.07,10.29090361
FR3,45m,1409,Pocillopora_meandrina_8,167.47,0.11,167.36,0.065683406
FR3,45m,1409,Porites_arnaudi_3,7.1,0.06,7.04,0.845070423
FR3,45m,1409,Porites_lobata_1,15.13,0,15.13,0
FR3,45m,1409,Porites_superfusa,252.56,100.58,151.98,39.82420019
FR3,45m,1409,Stylophora_pistillata_1,163.54,10.22,153.32,6.249235661
FR3,45m,1409,Stylophora_pistillata_3,38.46,3.69,34.77,9.594383775
FR3,45m,1409,Stylophora_pistillata_5,2.81,0,2.81,0
FR3,45m,1409,Stylophora_pistillata_6,4.54,0,4.54,0
FR3,45m,1509,Favites_abdita_1,40.12,1.22,38.9,3.040877368
FR3,45m,1509,Fungia_spp.,16.39,0,16.39,0
FR3,45m,1509,Goniastrea_stelligera_1,1141.25,161.55,979.7,14.15553122
FR3,45m,1509,Montipora_aequituberculata,221.69,166.44,55.25,75.07781136
FR3,45m,1509,Pavona_chiriquiensis,122.3,23.91,98.39,19.55028618
FR3,45m,1509,Pocillopora_meandrina_12,40.67,5.68,34.99,13.96606836
FR3,45m,1509,Pocillopora_meandrina_2,12.83,2.37,10.46,18.47233048
FR3,45m,1509,Pocillopora_meandrina_6,379.79,116.6,263.19,30.70117697
FR3,45m,1509,Pocillopora_meandrina_8,206.9,15.05,191.85,7.274045433
FR3,45m,1509,Porites_arnaudi_3,60.3,42.95,17.35,71.22719735
FR3,45m,1509,Porites_lobata_1,8.27,0,8.27,0
FR3,45m,1509,Porites_superfusa,163.61,93.36,70.25,57.06252674
FR3,45m,1509,Stylophora_pistillata_1,242.24,61.39,180.85,25.3426354
FR3,45m,1509,Stylophora_pistillata_6,9.17,5.38,3.79,58.6695747
FR3,45m,1605,Favites_abdita_1,45.95,0,45.95,0
FR3,45m,1605,Fungia_spp.,28.82,0,28.82,0
FR3,45m,1605,Goniastrea_stelligera_1,1255.46,9.74,1245.72,0.775811256
FR3,45m,1605,Goniastrea_stelligera_4,25.52,1.69,23.83,6.622257053
FR3,45m,1605,Goniastrea_stelligera_5,9.91,0,9.91,0
FR3,45m,1605,Montipora_aequituberculata,162.99,6.82,156.17,4.184305786
